time [s],mode,setAngle,setCurrent,setSpeed,
260.63,0,0,0,0,
260.64,0,0,0,0,
260.65,0,0,0,0,
260.66,0,0,0,0,
260.67,0,0,0,0,
260.68,0,0,0,0,
260.69,0,0,0,0,
260.7,0,0,0,0,
260.71,0,0,0,0,
260.72,0,0,0,0,
260.73,0,0,0,0,
260.74,0,0,0,0,
260.75,0,0,0,0,
260.76,0,0,0,0,
260.77,0,0,0,0,
260.78,0,0,0,0,
260.79,0,0,0,0,
260.8,0,0,0,0,
260.81,0,0,0,0,
260.82,0,0,0,0,
260.83,0,0,0,0,
260.84,0,0,0,0,
260.85,0,0,0,0,
260.86,0,0,0,0,
260.87,0,0,0,0,
260.88,0,0,0,0,
260.89,0,0,0,0,
260.9,0,0,0,0,
260.91,0,0,0,0,
260.92,0,0,0,0,
260.93,0,0,0,0,
260.94,0,0,0,0,
260.95,0,0,0,0,
260.96,0,0,0,0,
260.97,0,0,0,0,
260.98,0,0,0,0,
260.99,0,0,0,0,
261,0,0,0,0,
261.01,0,0,0,0,
261.02,0,0,0,0,
261.03,0,0,0,0,
261.04,0,0,0,0,
261.05,0,0,0,0,
261.06,0,0,0,0,
261.07,0,0,0,0,
261.08,0,0,0,0,
261.09,0,0,0,0,
261.1,0,0,0,0,
261.11,0,0,0,0,
261.12,0,0,0,0,
261.13,0,0,0,0,
261.14,0,0,0,0,
261.15,0,0,0,0,
261.16,0,0,0,0,
261.17,0,0,0,0,
261.18,0,0,0,0,
261.19,0,0,0,0,
261.2,0,0,0,0,
261.21,0,0,0,0,
261.22,0,0,0,0,
261.23,0,0,0,0,
261.24,0,0,0,0,
261.25,0,0,0,0,
261.26,0,0,0,0,
261.27,0,0,0,0,
261.28,0,0,0,0,
261.29,0,0,0,0,
261.3,0,0,0,0,
261.31,0,0,0,0,
261.32,0,0,0,0,
261.33,0,0,0,0,
261.34,0,0,0,0,
261.35,0,0,0,0,
261.36,0,0,0,0,
261.37,0,0,0,0,
261.38,0,0,0,0,
261.39,0,0,0,0,
261.4,0,0,0,0,
261.41,0,0,0,0,
261.42,0,0,0,0,
261.43,0,0,0,0,
261.44,0,0,0,0,
261.45,0,0,0,0,
261.46,0,0,0,0,
261.47,0,0,0,0,
261.48,0,0,0,0,
261.49,0,0,0,0,
261.5,0,0,0,0,
261.51,0,0,0,0,
261.52,0,0,0,0,
261.53,0,0,0,0,
261.54,0,0,0,0,
261.55,0,0,0,0,
261.56,0,0,0,0,
261.57,0,0,0,0,
261.58,0,0,0,0,
261.59,0,0,0,0,
261.6,0,0,0,0,
261.61,0,0,0,0,
261.62,0,0,0,0,
261.63,0,0,0,0,
261.64,0,0,0,0,
261.65,0,0,0,0,
261.66,0,0,0,0,
261.67,0,0,0,0,
261.68,0,0,0,0,
261.69,0,0,0,0,
261.7,0,0,0,0,
261.71,0,0,0,0,
261.72,0,0,0,0,
261.73,0,0,0,0,
261.74,0,0,0,0,
261.75,0,0,0,0,
261.76,0,0,0,0,
261.77,0,0,0,0,
261.78,0,0,0,0,
261.79,0,0,0,0,
261.8,0,0,0,0,
261.81,0,0,0,0,
261.82,0,0,0,0,
261.83,0,0,0,0,
261.84,0,0,0,0,
261.85,0,0,0,0,
261.86,0,0,0,0,
261.87,0,0,0,0,
261.88,0,0,0,0,
261.89,0,0,0,0,
261.9,0,0,0,0,
261.91,0,0,0,0,
261.92,0,0,0,0,
261.93,0,0,0,0,
261.94,0,0,0,0,
261.95,0,0,0,0,
261.96,0,0,0,0,
261.97,0,0,0,0,
261.98,0,0,0,0,
261.99,0,0,0,0,
262,0,0,0,0,
262.01,0,0,0,0,
262.02,0,0,0,0,
262.03,0,0,0,0,
262.04,0,0,0,0,
262.05,0,0,0,0,
262.06,0,0,0,0,
262.07,0,0,0,0,
262.08,0,0,0,0,
262.09,0,0,0,0,
262.1,0,0,0,0,
262.11,0,0,0,0,
262.12,0,0,0,0,
262.13,0,0,0,0,
262.14,0,0,0,0,
262.15,0,0,0,0,
262.16,0,0,0,0,
262.17,0,0,0,0,
262.18,0,0,0,0,
262.19,0,0,0,0,
262.2,0,0,0,0,
262.21,0,0,0,0,
262.22,0,0,0,0,
262.23,0,0,0,0,
262.24,0,0,0,0,
262.25,0,0,0,0,
262.26,0,0,0,0,
262.27,0,0,0,0,
262.28,0,0,0,0,
262.29,0,0,0,0,
262.3,0,0,0,0,
262.31,0,0,0,0,
262.32,0,0,0,0,
262.33,0,0,0,0,
262.34,0,0,0,0,
262.35,0,0,0,0,
262.36,0,0,0,0,
262.37,0,0,0,0,
262.38,0,0,0,0,
262.39,0,0,0,0,
262.4,0,0,0,0,
262.41,0,0,0,0,
262.42,0,0,0,0,
262.43,0,0,0,0,
262.44,0,0,0,0,
262.45,0,0,0,0,
262.46,0,0,0,0,
262.47,0,0,0,0,
262.48,0,0,0,0,
262.49,0,0,0,0,
262.5,0,0,0,0,
262.51,0,0,0,0,
262.52,0,0,0,0,
262.53,0,0,0,0,
262.54,0,0,0,0,
262.55,0,0,0,0,
262.56,0,0,0,0,
262.57,0,0,0,0,
262.58,0,0,0,0,
262.59,0,0,0,0,
262.6,0,0,0,0,
262.61,0,0,0,0,
262.62,0,0,0,0,
262.63,0,0,0,0,
262.64,0,0,0,0,
262.65,0,0,0,0,
262.66,0,0,0,0,
262.67,0,0,0,0,
262.68,0,0,0,0,
262.69,0,0,0,0,
262.7,0,0,0,0,
262.71,0,0,0,0,
262.72,0,0,0,0,
262.73,0,0,0,0,
262.74,0,0,0,0,
262.75,0,0,0,0,
262.76,0,0,0,0,
262.77,0,0,0,0,
262.78,0,0,0,0,
262.79,0,0,0,0,
262.8,0,0,0,0,
262.81,0,0,0,0,
262.82,0,0,0,0,
262.83,0,0,0,0,
262.84,0,0,0,0,
262.85,0,0,0,0,
262.86,0,0,0,0,
262.87,0,0,0,0,
262.88,0,0,0,0,
262.89,0,0,0,0,
262.9,0,0,0,0,
262.91,0,0,0,0,
262.92,0,0,0,0,
262.93,0,0,0,0,
262.94,0,0,0,0,
262.95,0,0,0,0,
262.96,0,0,0,0,
262.97,0,0,0,0,
262.98,0,0,0,0,
262.99,0,0,0,0,
263,0,0,0,0,
263.01,0,0,0,0,
263.02,0,0,0,0,
263.03,0,0,0,0,
263.04,0,0,0,0,
263.05,0,0,0,0,
263.06,0,0,0,0,
263.07,0,0,0,0,
263.08,0,0,0,0,
263.09,0,0,0,0,
263.1,0,0,0,0,
263.11,0,0,0,0,
263.12,0,0,0,0,
263.13,0,0,0,0,
263.14,0,0,0,0,
263.15,0,0,0,0,
263.16,0,0,0,0,
263.17,0,0,0,0,
263.18,0,0,0,0,
263.19,0,0,0,0,
263.2,0,0,0,0,
263.21,0,0,0,0,
263.22,0,0,0,0,
263.23,0,0,0,0,
263.24,0,0,0,0,
263.25,0,0,0,0,
263.26,0,0,0,0,
263.27,0,0,0,0,
263.28,0,0,0,0,
263.29,0,0,0,0,
263.3,0,0,0,0,
263.31,0,0,0,0,
263.32,0,0,0,0,
263.33,0,0,0,0,
263.34,0,0,0,0,
263.35,0,0,0,0,
263.36,0,0,0,0,
263.37,0,0,0,0,
263.38,0,0,0,0,
263.39,0,0,0,0,
263.4,0,0,0,0,
263.41,0,0,0,0,
263.42,0,0,0,0,
263.43,0,0,0,0,
263.44,0,0,0,0,
263.45,0,0,0,0,
263.46,0,0,0,0,
263.47,0,0,0,0,
263.48,0,0,0,0,
263.49,0,0,0,0,
263.5,0,0,0,0,
263.51,0,0,0,0,
263.52,0,0,0,0,
263.53,0,0,0,0,
263.54,0,0,0,0,
263.55,0,0,0,0,
263.56,0,0,0,0,
263.57,0,0,0,0,
263.58,0,0,0,0,
263.59,0,0,0,0,
263.6,0,0,0,0,
263.61,0,0,0,0,
263.62,0,0,0,0,
263.63,0,0,0,0,
263.64,0,0,0,0,
263.65,0,0,0,0,
263.66,0,0,0,0,
263.67,0,0,0,0,
263.68,0,0,0,0,
263.69,0,0,0,0,
263.7,0,0,0,0,
263.71,0,0,0,0,
263.72,0,0,0,0,
263.73,0,0,0,0,
263.74,0,0,0,0,
263.75,0,0,0,0,
263.76,0,0,0,0,
263.77,0,0,0,0,
263.78,0,0,0,0,
263.79,0,0,0,0,
263.8,0,0,0,0,
263.81,0,0,0,0,
263.82,0,0,0,0,
263.83,0,0,0,0,
263.84,0,0,0,0,
263.85,0,0,0,0,
263.86,0,0,0,0,
263.87,0,0,0,0,
263.88,0,0,0,0,
263.89,0,0,0,0,
263.9,0,0,0,0,
263.91,0,0,0,0,
263.92,0,0,0,0,
263.93,0,0,0,0,
263.94,0,0,0,0,
263.95,0,0,0,0,
263.96,0,0,0,0,
263.97,0,0,0,0,
263.98,0,0,0,0,
263.99,0,0,0,0,
264,0,0,0,0,
264.01,0,0,0,0,
264.02,0,0,0,0,
264.03,0,0,0,0,
264.04,0,0,0,0,
264.05,0,0,0,0,
264.06,0,0,0,0,
264.07,0,0,0,0,
264.08,0,0,0,0,
264.09,0,0,0,0,
264.1,0,0,0,0,
264.11,0,0,0,0,
264.12,0,0,0,0,
264.13,0,0,0,0,
264.14,0,0,0,0,
264.15,0,0,0,0,
264.16,0,0,0,0,
264.17,0,0,0,0,
264.18,0,0,0,0,
264.19,0,0,0,0,
264.2,0,0,0,0,
264.21,0,0,0,0,
264.22,0,0,0,0,
264.23,0,0,0,0,
264.24,0,0,0,0,
264.25,0,0,0,0,
264.26,0,0,0,0,
264.27,0,0,0,0,
264.28,0,0,0,0,
264.29,0,0,0,0,
264.3,0,0,0,0,
264.31,0,0,0,0,
264.32,0,0,0,0,
264.33,0,0,0,0,
264.34,0,0,0,0,
264.35,0,0,0,0,
264.36,0,0,0,0,
264.37,0,0,0,0,
264.38,0,0,0,0,
264.39,0,0,0,0,
264.4,0,0,0,0,
264.41,0,0,0,0,
264.42,0,0,0,0,
264.43,0,0,0,0,
264.44,0,0,0,0,
264.45,0,0,0,0,
264.46,0,0,0,0,
264.47,0,0,0,0,
264.48,0,0,0,0,
264.49,0,0,0,0,
264.5,0,0,0,0,
264.51,0,0,0,0,
264.52,0,0,0,0,
264.53,0,0,0,0,
264.54,0,0,0,0,
264.55,0,0,0,0,
264.56,0,0,0,0,
264.57,0,0,0,0,
264.58,0,0,0,0,
264.59,0,0,0,0,
264.6,0,0,0,0,
264.61,0,0,0,0,
264.62,0,0,0,0,
264.63,0,0,0,0,
264.64,0,0,0,0,
264.65,0,0,0,0,
264.66,0,0,0,0,
264.67,0,0,0,0,
264.68,0,0,0,0,
264.69,0,0,0,0,
264.7,0,0,0,0,
264.71,0,0,0,0,
264.72,0,0,0,0,
264.73,0,0,0,0,
264.74,0,0,0,0,
264.75,0,0,0,0,
264.76,0,0,0,0,
264.77,0,0,0,0,
264.78,0,0,0,0,
264.79,0,0,0,0,
264.8,0,0,0,0,
264.81,0,0,0,0,
264.82,0,0,0,0,
264.83,0,0,0,0,
264.84,0,0,0,0,
264.85,0,0,0,0,
264.86,0,0,0,0,
264.87,0,0,0,0,
264.88,0,0,0,0,
264.89,0,0,0,0,
264.9,0,0,0,0,
264.91,0,0,0,0,
264.92,0,0,0,0,
264.93,0,0,0,0,
264.94,0,0,0,0,
264.95,0,0,0,0,
264.96,0,0,0,0,
264.97,0,0,0,0,
264.98,0,0,0,0,
264.99,0,0,0,0,
265,0,0,0,0,
265.01,0,0,0,0,
265.02,0,0,0,0,
265.03,0,0,0,0,
265.04,0,0,0,0,
265.05,0,0,0,0,
265.06,0,0,0,0,
265.07,0,0,0,0,
265.08,0,0,0,0,
265.09,0,0,0,0,
265.1,0,0,0,0,
265.11,0,0,0,0,
265.12,0,0,0,0,
265.13,0,0,0,0,
265.14,0,0,0,0,
265.15,0,0,0,0,
265.16,0,0,0,0,
265.17,0,0,0,0,
265.18,0,0,0,0,
265.19,0,0,0,0,
265.2,0,0,0,0,
265.21,0,0,0,0,
265.22,0,0,0,0,
265.23,0,0,0,0,
265.24,0,0,0,0,
265.25,0,0,0,0,
265.26,0,0,0,0,
265.27,0,0,0,0,
265.28,0,0,0,0,
265.29,0,0,0,0,
265.3,0,0,0,0,
265.31,0,0,0,0,
265.32,0,0,0,0,
265.33,0,0,0,0,
265.34,0,0,0,0,
265.35,0,0,0,0,
265.36,0,0,0,0,
265.37,0,0,0,0,
265.38,0,0,0,0,
265.39,0,0,0,0,
265.4,0,0,0,0,
265.41,0,0,0,0,
265.42,0,0,0,0,
265.43,0,0,0,0,
265.44,0,0,0,0,
265.45,0,0,0,0,
265.46,0,0,0,0,
265.47,0,0,0,0,
265.48,0,0,0,0,
265.49,0,0,0,0,
265.5,0,0,0,0,
265.51,0,0,0,0,
265.52,0,0,0,0,
265.53,0,0,0,0,
265.54,0,0,0,0,
265.55,0,0,0,0,
265.56,0,0,0,0,
265.57,0,0,0,0,
265.58,0,0,0,0,
265.59,0,0,0,0,
265.6,0,0,0,0,
265.61,0,0,0,0,
265.62,0,0,0,0,
265.63,0,0,0,0,
265.64,0,0,0,0,
265.65,0,0,0,0,
265.66,0,0,0,0,
265.67,0,0,0,0,
265.68,0,0,0,0,
265.69,0,0,0,0,
265.7,0,0,0,0,
265.71,0,0,0,0,
265.72,0,0,0,0,
265.73,0,0,0,0,
265.74,0,0,0,0,
265.75,0,0,0,0,
265.76,0,0,0,0,
265.77,0,0,0,0,
265.78,0,0,0,0,
265.79,0,0,0,0,
265.8,0,0,0,0,
265.81,0,0,0,0,
265.82,0,0,0,0,
265.83,0,0,0,0,
265.84,0,0,0,0,
265.85,0,0,0,0,
265.86,0,0,0,0,
265.87,0,0,0,0,
265.88,0,0,0,0,
265.89,0,0,0,0,
265.9,0,0,0,0,
265.91,0,0,0,0,
265.92,0,0,0,0,
265.93,0,0,0,0,
265.94,0,0,0,0,
265.95,0,0,0,0,
265.96,0,0,0,0,
265.97,0,0,0,0,
265.98,0,0,0,0,
265.99,0,0,0,0,
266,0,0,0,0,
266.01,0,0,0,0,
266.02,0,0,0,0,
266.03,0,0,0,0,
266.04,0,0,0,0,
266.05,0,0,0,0,
266.06,0,0,0,0,
266.07,0,0,0,0,
266.08,0,0,0,0,
266.09,0,0,0,0,
266.1,0,0,0,0,
266.11,0,0,0,0,
266.12,0,0,0,0,
266.13,0,0,0,0,
266.14,0,0,0,0,
266.15,0,0,0,0,
266.16,0,0,0,0,
266.17,0,0,0,0,
266.18,0,0,0,0,
266.19,0,0,0,0,
266.2,0,0,0,0,
266.21,0,0,0,0,
266.22,0,0,0,0,
266.23,0,0,0,0,
266.24,0,0,0,0,
266.25,0,0,0,0,
266.26,0,0,0,0,
266.27,0,0,0,0,
266.28,0,0,0,0,
266.29,0,0,0,0,
266.3,0,0,0,0,
266.31,0,0,0,0,
266.32,0,0,0,0,
266.33,0,0,0,0,
266.34,0,0,0,0,
266.35,0,0,0,0,
266.36,0,0,0,0,
266.37,0,0,0,0,
266.38,0,0,0,0,
266.39,0,0,0,0,
266.4,0,0,0,0,
266.41,0,0,0,0,
266.42,0,0,0,0,
266.43,0,0,0,0,
266.44,0,0,0,0,
266.45,0,0,0,0,
266.46,0,0,0,0,
266.47,0,0,0,0,
266.48,0,0,0,0,
266.49,0,0,0,0,
266.5,0,0,0,0,
266.51,0,0,0,0,
266.52,0,0,0,0,
266.53,0,0,0,0,
266.54,0,0,0,0,
266.55,0,0,0,0,
266.56,0,0,0,0,
266.57,0,0,0,0,
266.58,0,0,0,0,
266.59,0,0,0,0,
266.6,0,0,0,0,
266.61,0,0,0,0,
266.62,0,0,0,0,
266.63,0,0,0,0,
266.64,0,0,0,0,
266.65,0,0,0,0,
266.66,0,0,0,0,
266.67,0,0,0,0,
266.68,0,0,0,0,
266.69,0,0,0,0,
266.7,0,0,0,0,
266.71,0,0,0,0,
266.72,0,0,0,0,
266.73,0,0,0,0,
266.74,0,0,0,0,
266.75,0,0,0,0,
266.76,0,0,0,0,
266.77,0,0,0,0,
266.78,0,0,0,0,
266.79,0,0,0,0,
266.8,0,0,0,0,
266.81,0,0,0,0,
266.82,0,0,0,0,
266.83,0,0,0,0,
266.84,0,0,0,0,
266.85,0,0,0,0,
266.86,0,0,0,0,
266.87,0,0,0,0,
266.88,0,0,0,0,
266.89,0,0,0,0,
266.9,0,0,0,0,
266.91,0,0,0,0,
266.92,0,0,0,0,
266.93,0,0,0,0,
266.94,0,0,0,0,
266.95,0,0,0,0,
266.96,0,0,0,0,
266.97,0,0,0,0,
266.98,0,0,0,0,
266.99,0,0,0,0,
267,0,0,0,0,
267.01,0,0,0,0,
267.02,0,0,0,0,
267.03,0,0,0,0,
267.04,0,0,0,0,
267.05,0,0,0,0,
267.06,0,0,0,0,
267.07,0,0,0,0,
267.08,0,0,0,0,
267.09,0,0,0,0,
267.1,0,0,0,0,
267.11,0,0,0,0,
267.12,0,0,0,0,
267.13,0,0,0,0,
267.14,0,0,0,0,
267.15,0,0,0,0,
267.16,0,0,0,0,
267.17,0,0,0,0,
267.18,0,0,0,0,
267.19,0,0,0,0,
267.2,0,0,0,0,
267.21,0,0,0,0,
267.22,0,0,0,0,
267.23,0,0,0,0,
267.24,0,0,0,0,
267.25,0,0,0,0,
267.26,0,0,0,0,
267.27,0,0,0,0,
267.28,0,0,0,0,
267.29,0,0,0,0,
267.3,0,0,0,0,
267.31,0,0,0,0,
267.32,0,0,0,0,
267.33,0,0,0,0,
267.34,0,0,0,0,
267.35,0,0,0,0,
267.36,0,0,0,0,
267.37,0,0,0,0,
267.38,0,0,0,0,
267.39,0,0,0,0,
267.4,0,0,0,0,
267.41,0,0,0,0,
267.42,0,0,0,0,
267.43,0,0,0,0,
267.44,0,0,0,0,
267.45,0,0,0,0,
267.46,0,0,0,0,
267.47,0,0,0,0,
267.48,0,0,0,0,
267.49,0,0,0,0,
267.5,0,0,0,0,
267.51,0,0,0,0,
267.52,0,0,0,0,
267.53,0,0,0,0,
267.54,0,0,0,0,
267.55,0,0,0,0,
267.56,0,0,0,0,
267.57,0,0,0,0,
267.58,0,0,0,0,
267.59,0,0,0,0,
267.6,0,0,0,0,
267.61,0,0,0,0,
267.62,0,0,0,0,
267.63,0,0,0,0,
267.64,0,0,0,0,
267.65,0,0,0,0,
267.66,0,0,0,0,
267.67,0,0,0,0,
267.68,0,0,0,0,
267.69,0,0,0,0,
267.7,0,0,0,0,
267.71,0,0,0,0,
267.72,0,0,0,0,
267.73,0,0,0,0,
267.74,0,0,0,0,
267.75,0,0,0,0,
267.76,0,0,0,0,
267.77,0,0,0,0,
267.78,0,0,0,0,
267.79,0,0,0,0,
267.8,0,0,0,0,
267.81,0,0,0,0,
267.82,0,0,0,0,
267.83,0,0,0,0,
267.84,0,0,0,0,
267.85,0,0,0,0,
267.86,0,0,0,0,
267.87,0,0,0,0,
267.88,0,0,0,0,
267.89,0,0,0,0,
267.9,0,0,0,0,
267.91,0,0,0,0,
267.92,0,0,0,0,
267.93,0,0,0,0,
267.94,0,0,0,0,
267.95,0,0,0,0,
267.96,0,0,0,0,
267.97,0,0,0,0,
267.98,0,0,0,0,
267.99,0,0,0,0,
268,0,0,0,0,
268.01,0,0,0,0,
268.02,0,0,0,0,
268.03,0,0,0,0,
268.04,0,0,0,0,
268.05,0,0,0,0,
268.06,0,0,0,0,
268.07,0,0,0,0,
268.08,0,0,0,0,
268.09,0,0,0,0,
268.1,0,0,0,0,
268.11,0,0,0,0,
268.12,0,0,0,0,
268.13,0,0,0,0,
268.14,0,0,0,0,
268.15,0,0,0,0,
268.16,0,0,0,0,
268.17,0,0,0,0,
268.18,0,0,0,0,
268.19,0,0,0,0,
268.2,0,0,0,0,
268.21,0,0,0,0,
268.22,0,0,0,0,
268.23,0,0,0,0,
268.24,0,0,0,0,
268.25,0,0,0,0,
268.26,0,0,0,0,
